730,1,"R1M2",1050,17.5,17.5,
731,1,"R182",1050,5.86435,5.74043,1.6
732,1,"R153",1050,10,10,
733,1,"R1A5",1050,5.9,5.9,
734,1,"R1M6",1050,18,18,
735,1,"R163",1050,10.7,10.7,
736,1,"R177",1050,7.25138,7.1614,
737,1,"R175",1050,6.58631,6.51294,
738,1,"R1B2",1050,13,13,
739,1,"R135",1050,5.35371,5.3017,
740,1,"R1P6",1050,14,14,
741,1,"R1I2",1050,6.62085,6.53831,
742,1,"R1I6",1050,9.75159,9.71233,
743,1,"R148",1050,14,14,
744,1,"R1E1",1050,7.56122,8.2,1.7
745,1,"R193",1050,8.25878,8.157,
746,1,"R1N2",1050,19,19,
747,1,"R1I4",1050,5.8476,5.7627,
748,1,"R1E2",1050,7.1905,7.11795,
749,1,"R1J2",1050,10.2112,10.2112,
750,1,"R185",1050,6.91174,6.88269,0.3
751,1,"R184",1050,6.37529,6.06814,1.2
752,1,"R191",1050,8.6,8.6,
753,1,"R147",1050,14,14,
754,1,"R171",1050,8.46586,8.32393,0.6
755,1,"R161",1050,13,13,
756,1,"R1M5",1050,18,18,
757,1,"R1F7",1050,7.35767,7.26315,
758,1,"R1O3",1050,17,17,
759,1,"R1A8",1050,7.50189,7.41221,
760,1,"R157",1050,0,0,
761,1,"R1J4",1050,7.06326,6.9838,
762,1,"R1H5",1050,6.8,6.8,
763,1,"R1H7",1050,8,8,1.1
764,1,"R173",1050,3.14692,3,0.5
765,1,"R145",1050,13.4,13.4,
766,1,"R1M8",1050,15,15,
767,1,"R1I7",1050,0,0,0.8
768,1,"R1K5",1050,7.99889,7.88014,
769,1,"R126",1050,10.3975,10.3449,
770,1,"R1F4",1050,6.21231,6.1338,
771,1,"R1L6",1050,3,3,1
772,1,"R178",1050,0,0,0.9
773,1,"R1I5",1050,5.7,5.7,
774,1,"R1L8",1050,3.91305,3.83996,1.2
775,1,"R1O6",1050,16,16,
776,1,"R1F5",1050,7.1224,7.05684,
777,1,"R1H3",1050,9.26961,9.19668,
778,1,"R196",1050,6.7266,9.61974,1.4
779,1,"R1C8",1050,0,0,
780,1,"R1L4",1050,8.21776,8.46841,1.4
781,1,"R164",1050,12.5,12.5,
782,1,"R1N3",1050,19,19,
783,1,"R1O1",1050,16.5,16.5,
784,1,"R1K3",1050,5.13701,5.07941,
785,1,"R1N5",1050,16,16,
786,1,"R143",1050,14,14,
787,1,"R1D7",1050,10.4164,10.3543,
788,1,"R1G8",1050,4.60998,4.55768,
789,1,"R167",1050,13.5,13.5,
790,1,"R1G6",1050,5.11312,5.06895,0.3
791,1,"R1G1",1050,5.78748,5.65926,
792,1,"R1Q1",1050,15.5,15.5,
793,1,"R1G4",1050,5.49925,5.42221,
794,1,"R1M4",1050,17,17,
795,1,"R1K8",1050,6.02959,5.93394,
796,1,"R1L2",1050,5.45925,5.38272,
797,1,"R1J5",1050,4.89026,4.8108,0.9
798,1,"R152",1050,9,9,
799,1,"R141",1050,14,14,
800,1,"R1C6",1050,6.56809,6.54886,
2808,4,"R1A3",1090,8.60965,8.46826,
2809,4,"R133",1090,8.5,8.5,
2810,4,"R1K1",1090,8.51775,8.33727,
2811,4,"R1B1",1090,14,14,
2812,4,"R198",1090,5.95857,5.83594,0.6
2813,4,"R1E5",1090,8.00361,7.86502,0.8
2814,4,"R122",1090,9.7867,9.59699,
2815,4,"R1P4",1090,19,19,
2816,4,"R1J3",1090,8.36716,8.0138,0.7
2817,4,"R131",1090,7.50001,7.35252,1.5
2818,4,"R1Q6",1090,14.5,14.5,
2819,4,"R1P7",1090,14,14,
2820,4,"R1O8",1090,14.35,14.35,
2821,4,"R155",1090,6.8,6.8,
2822,4,"R176",1090,7.07485,6.96503,
2823,4,"R166",1090,14,14,
2824,4,"R1I3",1090,8.5,8.5,
2825,4,"R1P5",1090,13.5,13.5,
2826,4,"R138",1090,7.34515,7.207,0.3
2827,4,"R1F2",1090,8.33424,8.16537,
2828,4,"R1J7",1090,6.32456,6.22025,0.6
2829,4,"R1E7",1090,7.92308,7.79958,
2830,4,"R1A6",1090,0,0,0.5
2831,4,"R1L1",1090,5.80043,5.67804,1.5
2832,4,"R1M1",1090,17.3,17.3,
2833,4,"R136",1090,5.58206,5.41964,
2834,4,"R1Q8",1090,10,10,
2835,4,"R1A1",1090,4.4,4.4,
2836,4,"R1B5",1090,10,10,
2837,4,"R187",1090,8.2,8.2,
2838,4,"R1D3",1090,5.28771,5.1632,
2839,4,"R1D1",1090,3.98022,3.88656,
2840,4,"R162",1090,12,12,
2841,4,"R1H2",1090,6.6,6.6,
2842,4,"R154",1090,8.4,8.4,
2843,4,"R1E4",1090,7.08343,6.92261,
2844,4,"R194",1090,6.1,6.1,
2845,4,"R1B3",1090,10.5,10.5,
2846,4,"R1L7",1090,6.59669,6.42594,
2847,4,"R1N6",1090,13.3,13.3,
2848,4,"R1J1",1090,6.8,6.8,
2849,4,"R1A7",1090,6.50108,6.37932,
2850,4,"R172",1090,4.37452,4.18313,
2851,4,"R188",1090,8.32425,8.10377,
2852,4,"R1I8",1090,0,0,0.2
2853,4,"R1D8",1090,6.3,6.3,
2854,4,"R1D5",1090,10.6,10.6,
2855,4,"R1C5",1090,13.8,13.8,
2856,4,"R158",1090,4.2,4.2,
2857,4,"R1B7",1090,10,10,
2858,4,"R1J8",1090,6.75184,6.62288,
2859,4,"R181",1090,8.1,8.1,
2860,4,"R1J6",1090,7.84429,7.70413,
2861,4,"R127",1090,6.90588,6.76518,
2862,4,"R1O4",1090,18,18,
2863,4,"R142",1090,14,14,
2864,4,"R125",1090,8.11488,7.99547,
2865,4,"R1L3",1090,8,8,
2866,4,"R168",1090,9.9,9.9,
2867,4,"R1K7",1090,7.99049,7.87438,
2868,4,"R1N4",1090,19,19,
2869,4,"R1Q7",1090,14.5,14.5,
2870,4,"R1H8",1090,8.7,8.7,
2871,4,"R1P2",1090,0,0,
2872,4,"R1O5",1090,17.5,17.5,
2873,4,"R1M7",1090,18,18,
2874,4,"R1E6",1090,9.68115,9.52113,
2875,4,"R1O2",1090,15.5,15.5,
2876,4,"R1F1",1090,6.58284,7,1.8
2877,4,"R1K2",1090,6.32867,6.20587,
2878,4,"R1D6",1090,0,0,
2879,4,"R124",1090,7.7,7.7,
2880,4,"R174",1090,7.8,7.8,
2881,4,"R186",1090,8.21482,8.09014,
2882,4,"R183",1090,12.2,12.2,
2883,4,"R1Q2",1090,15,15,
2884,4,"R1M3",1090,15,15,
2885,4,"R192",1090,10.3,10.3,
2886,4,"R1H1",1090,8.4,8.4,
2887,4,"R1B4",1090,12,12,
2888,4,"R1H4",1090,7.32373,7.14978,
2889,4,"R1B8",1090,9.5,9.5,
2890,4,"R1F6",1090,9.20541,9.02082,
2891,4,"R1D2",1090,4.99002,4.88958,
2892,4,"R1K6",1090,8.27928,8.08887,
2893,4,"R134",1090,10.2841,10.2841,
2894,4,"R1G5",1090,5.25216,5.16873,
2895,4,"R1G2",1090,6.97905,6.85401,
2896,4,"R1P8",1090,14.1,14.1,
2897,4,"R1G3",1090,7.06511,6.94329,
2898,4,"R1C1",1090,12.5,12.5,
2899,4,"R146",1090,14,14,
2900,4,"R151",1090,5,5,
2901,4,"R1F3",1090,7.96518,7.79204,
2902,4,"R1C2",1090,9.5,9.5,
2903,4,"R1H6",1090,7.6,7.6,
2904,4,"R1K4",1090,8.38324,8.17563,
