1,"6AM",12-MAR-2017 00:00:00,25-JUL-2017 11:43:59,25-JUL-2017 11:47:14,""
3,"12PM",12-MAR-2017 00:00:00,25-JUL-2017 13:10:32,25-JUL-2017 13:14:29,""
4,"12AM",12-MAR-2017 00:00:00,26-JUL-2017 00:00:01,26-JUL-2017 00:10:36,""
5,"12AM",12-MAR-2017 00:00:00,27-JUL-2017 00:00:02,27-JUL-2017 00:26:54,""
6,"12AM",12-MAR-2017 00:00:00,28-JUL-2017 00:00:01,28-JUL-2017 00:17:35,""
7,"12AM",12-MAR-2017 00:00:00,29-JUL-2017 00:00:01,29-JUL-2017 00:03:54,""
8,"12AM",12-MAR-2017 00:00:00,30-JUL-2017 00:00:01,30-JUL-2017 00:12:56,""
9,"12AM",12-MAR-2017 00:00:00,31-JUL-2017 00:00:01,31-JUL-2017 00:03:10,""
10,"12AM",12-MAR-2017 00:00:00,01-AUG-2017 00:00:01,01-AUG-2017 00:07:35,""
