21,"12PM",18-DEC-2016 12:00:01,18-DEC-2016 12:05:51,"North","",0.28807375,0.32567875,0.3716325,0.427835,0.49661375,0.58090875,0.684285,0.8113275,0.96778125,1.161445,1.402675,1.70415,2.083,2.560925,3.1652625,3.9318875,4.92895,6.252875,8.018125,10.376375,13.533875,17.80225,23.655875,32.01125,44.568125,3973562500000000,,,,,,,,,,,,,,2485.43,2504.49,2523.78,2543.51,2563.79,2584.56,2605.83,2627.48,2649.26,2671.47,2694.32,2717.25,2740.46,2763.77,2787.09,2810.98,2835.29,2860.31,2886.11,2912.57,2939.65,2967.61,2996.12,3025.51,3054.63,3075.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"12PM",18-DEC-2016 12:00:01,18-DEC-2016 12:05:51,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"6PM",18-DEC-2016 18:00:01,18-DEC-2016 18:05:53,"North","",0.65348,0.79085375,0.964815,1.1852375,1.4652125,1.8231625,2.2828625,2.87595,3.6435625,4.669075,6.07255,8.0032625,10.6628,14.339375,19.46925,26.867625,38.192375,36155625000,,,,,,,,,,,,,,,,,,,,,,2545.27,2567.22,2589.38,2612.21,2635.46,2658.8,2682.34,2705.9,2730.03,2754.68,2780.19,2806.56,2833.67,2861.46,2890.38,2919.84,2949.88,2972.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"6PM",18-DEC-2016 18:00:01,18-DEC-2016 18:05:53,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"12AM",19-DEC-2016 00:00:01,19-DEC-2016 00:05:53,"North","",0.361425,0.4168975,0.48513125,0.56920375,0.67285625,0.8009375,0.95956375,1.15718375,1.404925,1.71675,2.1113625,2.6133,3.2517875,4.0716375,5.1561125,6.613225,8.5787,11.2323625,14.836625,19.795375,26.798875,37.226,1113.80625,,,,,,,,,,,,,,,,,2508.82,2528.57,2548.87,2569.7,2591.04,2612.76,2634.63,2656.96,2679.95,2702.94,2726.21,2749.62,2773.1,2797.12,2821.7,2847.05,2873.16,2899.98,2927.42,2956.09,2984.95,3014.7,3039.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"12AM",19-DEC-2016 00:00:01,19-DEC-2016 00:05:53,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"6AM",19-DEC-2016 06:00:01,19-DEC-2016 06:05:51,"North","",0.361425,0.4168975,0.48513125,0.56920375,0.67285625,0.8009375,0.95956375,1.15718375,1.404925,1.71675,2.1113625,2.6133,3.2517875,4.0716375,5.1561125,6.613225,8.5787,11.2323625,14.836625,19.795375,26.798875,37.226,1113.80625,,,,,,,,,,,,,,,,,2508.82,2528.57,2548.87,2569.7,2591.04,2612.76,2634.63,2656.96,2679.95,2702.94,2726.21,2749.62,2773.1,2797.12,2821.7,2847.05,2873.16,2899.98,2927.42,2956.09,2984.95,3014.7,3039.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"6AM",19-DEC-2016 06:00:01,19-DEC-2016 06:05:51,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"12PM",19-DEC-2016 12:00:01,19-DEC-2016 12:05:51,"North","",0.361425,0.4168975,0.48513125,0.56920375,0.67285625,0.8009375,0.95956375,1.15718375,1.404925,1.71675,2.1113625,2.6133,3.2517875,4.0716375,5.1561125,6.613225,8.5787,11.2323625,14.836625,19.795375,26.798875,37.226,1113.80625,,,,,,,,,,,,,,,,,2508.82,2528.57,2548.87,2569.7,2591.04,2612.76,2634.63,2656.96,2679.95,2702.94,2726.21,2749.62,2773.1,2797.12,2821.7,2847.05,2873.16,2899.98,2927.42,2956.09,2984.95,3014.7,3039.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"12PM",19-DEC-2016 12:00:01,19-DEC-2016 12:05:51,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"6PM",19-DEC-2016 18:00:01,19-DEC-2016 18:05:54,"North","",0.361425,0.4168975,0.48513125,0.56920375,0.67285625,0.8009375,0.95956375,1.15718375,1.404925,1.71675,2.1113625,2.6133,3.2517875,4.0716375,5.1561125,6.613225,8.5787,11.2323625,14.836625,19.795375,26.798875,37.226,1113.80625,,,,,,,,,,,,,,,,,2508.82,2528.57,2548.87,2569.7,2591.04,2612.76,2634.63,2656.96,2679.95,2702.94,2726.21,2749.62,2773.1,2797.12,2821.7,2847.05,2873.16,2899.98,2927.42,2956.09,2984.95,3014.7,3039.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"6PM",19-DEC-2016 18:00:01,19-DEC-2016 18:05:54,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"12AM",20-DEC-2016 00:00:01,20-DEC-2016 00:05:58,"North","",0.361425,0.4168975,0.48513125,0.56920375,0.67285625,0.8009375,0.95956375,1.15718375,1.404925,1.71675,2.1113625,2.6133,3.2517875,4.0716375,5.1561125,6.613225,8.5787,11.2323625,14.836625,19.795375,26.798875,37.226,1113.80625,,,,,,,,,,,,,,,,,2508.82,2528.57,2548.87,2569.7,2591.04,2612.76,2634.63,2656.96,2679.95,2702.94,2726.21,2749.62,2773.1,2797.12,2821.7,2847.05,2873.16,2899.98,2927.42,2956.09,2984.95,3014.7,3039.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"12AM",20-DEC-2016 00:00:01,20-DEC-2016 00:05:58,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"6AM",20-DEC-2016 06:00:01,20-DEC-2016 06:05:55,"North","",0.361425,0.4168975,0.48513125,0.56920375,0.67285625,0.8009375,0.95956375,1.15718375,1.404925,1.71675,2.1113625,2.6133,3.2517875,4.0716375,5.1561125,6.613225,8.5787,11.2323625,14.836625,19.795375,26.798875,37.226,1113.80625,,,,,,,,,,,,,,,,,2508.82,2528.57,2548.87,2569.7,2591.04,2612.76,2634.63,2656.96,2679.95,2702.94,2726.21,2749.62,2773.1,2797.12,2821.7,2847.05,2873.16,2899.98,2927.42,2956.09,2984.95,3014.7,3039.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"6AM",20-DEC-2016 06:00:01,20-DEC-2016 06:05:55,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"12PM",20-DEC-2016 12:00:01,20-DEC-2016 12:05:55,"North","",0.361425,0.4168975,0.48513125,0.56920375,0.67285625,0.8009375,0.95956375,1.15718375,1.404925,1.71675,2.1113625,2.6133,3.2517875,4.0716375,5.1561125,6.613225,8.5787,11.2323625,14.836625,19.795375,26.798875,37.226,1113.80625,,,,,,,,,,,,,,,,,2508.82,2528.57,2548.87,2569.7,2591.04,2612.76,2634.63,2656.96,2679.95,2702.94,2726.21,2749.62,2773.1,2797.12,2821.7,2847.05,2873.16,2899.98,2927.42,2956.09,2984.95,3014.7,3039.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"12PM",20-DEC-2016 12:00:01,20-DEC-2016 12:05:55,"South","",0.30085625,0.34241125,0.3919725,0.45128875,0.52189125,0.60584875,0.7062,0.82674375,0.9719575,1.14619,1.355375,1.6097,1.921675,2.3045125,2.7751375,3.3562,4.0754,4.966975,6.0760625,7.4717125,9.255525,11.5621375,14.55825,18.491,23.767,31.254875,44.429125,,,,,,,,,,,,,2573.64,2593.3,2613.27,2633.21,2653.27,2673.15,2693.24,2713.81,2733.77,2753.36,2773.52,2793.24,2813.39,2834.09,2855.34,2877.33,2899.89,2922.98,2946.06,2968.73,2991.05,3014.09,3037.33,3060.79,3084.41,3108.21,3131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"6PM",20-DEC-2016 18:00:01,20-DEC-2016 18:05:52,"North","",0.40535875,0.47184375,0.5539725,0.6554825,0.7812325,0.93737,1.13233,1.37745,1.686875,2.079725,2.5811125,3.22115,4.0464125,5.1440875,6.6269375,8.6381625,11.3686,15.102375,20.27975,27.698125,38.88175,106381375,,,,,,,,,,,,,,,,,,2514.9,2535.01,2555.65,2576.82,2598.39,2620.1,2642.24,2665.05,2687.89,2711,2734.22,2757.51,2781.32,2805.7,2830.84,2856.76,2883.37,2910.66,2939.01,2967.77,2997.49,3020.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
